ItemID,ItemType,ItemFatContent,ItemWeight,ItemVisibility
FDP25,Canned,Low Fat,15.2,0.021203509
FDD50,Canned,Low Fat,18.85,0.141615436
FDZ15,Dairy,Low Fat,13.1,0.0
FDC53,Frozen Foods,Low Fat,8.68,0.008834023
FDD29,Frozen Foods,Low Fat,12.15,0.018407033
FDI52,Frozen Foods,Low Fat,18.7,0.104658344
FDA31,Fruits and Vegetables,Low Fat,7.1,0.109990885
FDH08,Fruits and Vegetables,Low Fat,7.51,0.017425784
FDI45,Fruits and Vegetables,Low Fat,13.1,0.037574137
FDL56,Fruits and Vegetables,Low Fat,14.1,0.125756824
FDD57,Fruits and Vegetables,Low Fat,18.1,0.022395357
FDC32,Fruits and Vegetables,Low Fat,18.35,0.099090261
FDW20,Fruits and Vegetables,Low Fat,20.75,0.024144862
DRI11,Hard Drinks,Low Fat,8.26,0.034397781
DRG23,Hard Drinks,Low Fat,8.88,0.086764795
NCL29,Health and Hygiene,Low Fat,9.695,0.113917889
NCQ41,Health and Hygiene,Low Fat,14.8,0.019476708
NCF43,Household,Low Fat,8.51,0.051936086
NCC55,Household,Low Fat,10.695,0.06375108
NCG07,Household,Low Fat,12.3,0.052492122
NCK30,Household,Low Fat,14.85,0.060967038
NCC07,Household,Low Fat,19.6,0.02394662
NCJ06,Household,Low Fat,20.1,0.034646067
FDG31,Meat,Low Fat,12.15,0.037889224
FDY51,Meat,Low Fat,12.5,0.081119484
NCN19,Others,Low Fat,13.1,0.01209726
NCN07,Others,Low Fat,18.5,0.033938279
FDK45,Seafood,Low Fat,11.65,0.033851785
FDQ46,Snack Foods,Low Fat,7.51,0.103793399
FDB22,Snack Foods,Low Fat,8.02,0.111419588
FDW34,Snack Foods,Low Fat,9.6,0.0
FDK34,Snack Foods,Low Fat,13.35,0.038519399
FDM10,Snack Foods,Low Fat,18.25,0.07595723
FDU34,Snack Foods,Low Fat,18.25,0.07518071
FDN21,Snack Foods,Low Fat,18.6,0.076841095
FDJ22,Snack Foods,Low Fat,18.75,0.052800258
FDA10,Snack Foods,Low Fat,20.35,0.141789197
DRG25,Soft Drinks,Low Fat,10.5,0.019046089
FDF35,Starchy Foods,Low Fat,15.0,0.153960209
FDP12,Baking Goods,Regular,9.8,0.045258247
FDF24,Baking Goods,Regular,15.5,0.02536567
FDB37,Baking Goods,Regular,20.25,0.022936488
FDQ59,Breads,Regular,9.8,0.056375879
FDS59,Breads,Regular,14.8,0.043885147
FDT50,Dairy,Regular,6.75,0.10821852
FDT14,Dairy,Regular,10.695,0.12770295
FDY15,Dairy,Regular,18.25,0.170795745
FDE41,Frozen Foods,Regular,9.195,0.064002068
FDE28,Frozen Foods,Regular,9.5,0.132521929
FDR52,Frozen Foods,Regular,12.65,0.07603021
FDX04,Frozen Foods,Regular,19.6,0.041563696
FDF44,Fruits and Vegetables,Regular,7.17,0.059716729
FDF21,Fruits and Vegetables,Regular,10.3,0.0
FDJ44,Fruits and Vegetables,Regular,12.3,0.106307146
FDW55,Fruits and Vegetables,Regular,12.6,0.0
FDG56,Fruits and Vegetables,Regular,13.3,0.071439051
FDF08,Fruits and Vegetables,Regular,14.3,0.065195229
FDI08,Fruits and Vegetables,Regular,18.2,0.066284519
FDS45,Snack Foods,Regular,5.175,0.029490377
FDL58,Snack Foods,Regular,5.78,0.074135053
FDK10,Snack Foods,Regular,5.785,0.040351229
FDK58,Snack Foods,Regular,11.35,0.0
FDA09,Snack Foods,Regular,13.35,0.149338159
FDN34,Snack Foods,Regular,15.6,0.04575559
FDL21,Snack Foods,Regular,15.85,0.007145063
NCU53,Health and Hygiene,low fat,5.485,0.042743728
FDU19,Fruits and Vegetables,reg,8.77,0.046762633
FDM08,Fruits and Vegetables,reg,10.1,0.053574075
FDS34,Snack Foods,reg,19.35,0.076744561
FDP24,Baking Goods,Low Fat,20.6,0.13893181
FDV59,Breads,Low Fat,13.35,0.080387424
FDT13,Canned,Low Fat,14.85,0.0
FDX37,Canned,Low Fat,16.2,0.105498192
FDR26,Dairy,Low Fat,20.7,0.071699984
FDF16,Frozen Foods,Low Fat,7.3,0.144167934
FDC53,Frozen Foods,Low Fat,8.68,0.01478914
FDF52,Frozen Foods,Low Fat,9.3,0.11178154
FDP16,Frozen Foods,Low Fat,18.6,0.065771529
FDM32,Fruits and Vegetables,Low Fat,20.5,0.0
DRI47,Hard Drinks,Low Fat,14.7,0.035016091
DRM23,Hard Drinks,Low Fat,16.6,0.227189581
NCV29,Health and Hygiene,Low Fat,11.8,0.038235337
NCB06,Health and Hygiene,Low Fat,17.6,0.137807013
NCK05,Health and Hygiene,Low Fat,20.1,0.0
NCM06,Household,Low Fat,7.475,0.126752975
NCE07,Household,Low Fat,8.18,0.02197698
NCB30,Household,Low Fat,14.6,0.043021542
NCK30,Household,Low Fat,14.85,0.102065622
NCG18,Household,Low Fat,15.3,0.038460297
NCC18,Household,Low Fat,19.1,0.296713665
NCO55,Others,Low Fat,12.8,0.152377658
FDD46,Snack Foods,Low Fat,6.035,0.236433601
FDV21,Snack Foods,Low Fat,11.5,0.286357776
FDC47,Snack Foods,Low Fat,15.0,0.19899855
FDK09,Snack Foods,Low Fat,15.2,0.153592956
FDY09,Snack Foods,Low Fat,15.6,0.042179884
DRN37,Soft Drinks,Low Fat,9.6,0.161182103
FDI60,Baking Goods,Regular,7.22,0.064141866
FDX48,Baking Goods,Regular,17.75,0.063416566
FDY35,Breads,Regular,17.6,0.026827052
FDQ25,Canned,Regular,8.63,0.047329385
FDL38,Canned,Regular,13.8,0.024660202
FDZ02,Dairy,Regular,6.905,0.063850971
FDZ28,Frozen Foods,Regular,20.0,0.086187886
FDY08,Fruits and Vegetables,Regular,9.395,0.286344848
FDH56,Fruits and Vegetables,Regular,9.8,0.106816919
FDX32,Fruits and Vegetables,Regular,15.1,0.0
FDG09,Fruits and Vegetables,Regular,20.6,0.080235512
FDG10,Snack Foods,Regular,6.63,0.018310142
FDM58,Snack Foods,Regular,16.85,0.133385398
FDE11,Starchy Foods,Regular,17.7,0.226122963
FDT08,Fruits and Vegetables,LF,13.65,0.04917754
NCQ50,Household,LF,18.75,0.034278798
FDP27,Meat,LF,8.155,0.119351235
FDN12,Baking Goods,Low Fat,15.6,0.081036436
FDS35,Breads,Low Fat,9.3,0.111127966
FDB51,Dairy,Low Fat,6.92,0.038422076
DRD15,Dairy,Low Fat,10.6,0.056748659
FDU38,Dairy,Low Fat,10.8,0.0824812
FDX50,Dairy,Low Fat,20.1,0.074565098
FDZ52,Frozen Foods,Low Fat,19.2,0.099991245
FDA20,Fruits and Vegetables,Low Fat,6.78,0.066565644
FDV08,Fruits and Vegetables,Low Fat,7.35,0.028571132
FDT20,Fruits and Vegetables,Low Fat,10.5,0.041360997
FDX19,Fruits and Vegetables,Low Fat,19.1,0.096653315
DRJ11,Hard Drinks,Low Fat,9.5,0.085020342
NCR53,Health and Hygiene,Low Fat,12.15,0.14492016
NCS53,Health and Hygiene,Low Fat,14.5,0.089703476
NCC54,Health and Hygiene,Low Fat,17.75,0.097629611
NCK05,Health and Hygiene,Low Fat,20.1,0.077389797
NCF42,Household,Low Fat,17.35,0.167243769
NCM54,Household,Low Fat,17.7,0.05089667
NCO06,Household,Low Fat,19.25,0.107940533
NCR30,Household,Low Fat,20.6,0.070933894
FDS39,Meat,Low Fat,6.895,0.022441883
FDV03,Meat,Low Fat,17.6,0.058042926
FDQ34,Snack Foods,Low Fat,10.85,0.162107603
FDI33,Snack Foods,Low Fat,16.5,0.028395167
DRB01,Soft Drinks,Low Fat,7.39,0.082170947
DRI01,Soft Drinks,Low Fat,7.97,0.034424278
DRH49,Soft Drinks,Low Fat,19.7,0.024635077
FDV48,Baking Goods,Regular,9.195,0.051573903
FDT24,Baking Goods,Regular,12.35,0.185704641
FDR12,Baking Goods,Regular,12.6,0.03150851
FDS24,Baking Goods,Regular,20.85,0.062172698
FDN25,Breakfast,Regular,7.895,0.061124626
FDL13,Breakfast,Regular,13.85,0.056271701
FDQ49,Breakfast,Regular,20.2,0.039215075
FDI50,Canned,Regular,8.42,0.030816999
FDH50,Canned,Regular,15.0,0.161301097
FDA52,Frozen Foods,Regular,16.2,0.128315409
FDS56,Fruits and Vegetables,Regular,5.785,0.038724612
FDZ32,Fruits and Vegetables,Regular,7.785,0.0
FDD44,Fruits and Vegetables,Regular,8.05,0.0
FDY20,Fruits and Vegetables,Regular,12.5,0.081684728
FDD32,Fruits and Vegetables,Regular,17.7,0.040897932
FDO19,Fruits and Vegetables,Regular,17.7,0.016582833
FDO39,Meat,Regular,6.985,0.13725257
FDS27,Meat,Regular,10.195,0.012447775
FDT51,Meat,Regular,11.65,0.010909704
FDW15,Meat,Regular,15.35,0.055067732
FDN39,Meat,Regular,19.35,0.0
FDG33,Seafood,Regular,5.365,0.140123575
FDS33,Snack Foods,Regular,6.67,0.12332588
FDC22,Snack Foods,Regular,6.89,0.136314863
FDX33,Snack Foods,Regular,9.195,0.117387066
FDU10,Snack Foods,Regular,10.1,0.045653999
FDD10,Snack Foods,Regular,20.6,0.045982389
FDC29,Frozen Foods,reg,8.39,0.024185517
FDB58,Snack Foods,reg,10.5,0.013485235
FDY57,Snack Foods,reg,20.2,0.121153331
FDA31,Fruits and Vegetables,LF,7.1,0.110459828
FDZ12,Baking Goods,Low Fat,9.17,0.103398309
FDN48,Baking Goods,Low Fat,13.35,0.065215312
FDO12,Baking Goods,Low Fat,15.75,0.055154296
FDW13,Canned,Low Fat,8.5,0.098283459
FDC50,Canned,Low Fat,15.85,0.137053947
FDP26,Dairy,Low Fat,7.785,0.140121306
FDA15,Dairy,Low Fat,9.3,0.016087659
FDA16,Frozen Foods,Low Fat,6.695,0.03408026
FDJ52,Frozen Foods,Low Fat,7.145,0.01785932
FDF09,Fruits and Vegetables,Low Fat,6.215,0.012198395
FDP07,Fruits and Vegetables,Low Fat,18.2,0.090267996
DRN35,Hard Drinks,Low Fat,8.01,0.070533748
DRM23,Hard Drinks,Low Fat,16.6,0.136286138
DRP35,Hard Drinks,Low Fat,18.85,0.091237452
NCZ53,Health and Hygiene,Low Fat,9.6,0.024576875
NCR41,Health and Hygiene,Low Fat,17.85,0.018097419
NCP18,Household,Low Fat,12.15,0.028714747
NCG07,Household,Low Fat,12.3,0.05271592
NCA06,Household,Low Fat,20.5,0.0
FDP39,Meat,Low Fat,12.65,0.069707771
NCL31,Others,Low Fat,7.39,0.120770963
NCP50,Others,Low Fat,17.35,0.0
FDF33,Seafood,Low Fat,7.97,0.021623214
FDN10,Snack Foods,Low Fat,11.5,0.0
FDO33,Snack Foods,Low Fat,14.75,0.089686322
FDL45,Snack Foods,Low Fat,15.6,0.037841362
FDM33,Snack Foods,Low Fat,15.6,0.0
FDV46,Snack Foods,Low Fat,18.2,0.012659235
DRF01,Soft Drinks,Low Fat,5.655,0.175793413
DRF60,Soft Drinks,Low Fat,10.8,0.0
DRF13,Soft Drinks,Low Fat,12.1,0.029902679
DRL37,Soft Drinks,Low Fat,15.5,0.053589594
FDO48,Baking Goods,Regular,15.0,0.026950104
FDQ47,Breads,Regular,7.155,0.168871496
FDY35,Breads,Regular,17.6,0.016092971
FDM25,Breakfast,Regular,10.695,0.060912865
FDJ38,Canned,Regular,8.6,0.040369315
FDU37,Canned,Regular,9.5,0.104933928
FDJ26,Canned,Regular,15.3,0.08511049
FDI02,Canned,Regular,15.7,0.115031783
FDQ26,Dairy,Regular,13.5,0.068148886
FDB40,Dairy,Regular,17.5,0.007570599
FDG41,Frozen Foods,Regular,8.84,0.076873991
FDR55,Fruits and Vegetables,Regular,12.15,0.132621594
FDY44,Fruits and Vegetables,Regular,14.15,0.024503972
FDH45,Fruits and Vegetables,Regular,15.1,0.106097275
FDZ07,Fruits and Vegetables,Regular,15.1,0.0
FDD56,Fruits and Vegetables,Regular,15.2,0.104201019
FDQ32,Fruits and Vegetables,Regular,17.85,0.04679836
FDY03,Meat,Regular,17.6,0.076431919
FDL03,Meat,Regular,19.25,0.027190917
FDJ57,Seafood,Regular,7.42,0.021661527
FDI21,Snack Foods,Regular,5.59,0.056833394
FDL58,Snack Foods,Regular,5.78,0.074451126
FDU10,Snack Foods,Regular,10.1,0.045878153
FDR34,Snack Foods,Regular,17.0,0.016030344
FDY57,Snack Foods,Regular,20.2,0.121748174
FDB35,Starchy Foods,Regular,12.3,0.064882207
NCE42,Household,low fat,21.1,0.0
FDT23,Breads,reg,7.72,0.075035902
FDV16,Frozen Foods,reg,7.75,0.083268523
FDW57,Snack Foods,reg,8.31,0.116148596
FDF11,Starchy Foods,reg,10.195,0.017703044
FDN24,Baking Goods,LF,,0.112718928
FDA23,Baking Goods,Low Fat,,0.046958533
FDA36,Baking Goods,Low Fat,,0.005638944
FDK48,Baking Goods,Low Fat,,0.037449987
FDZ60,Baking Goods,Low Fat,,0.118783796
FDO37,Breakfast,Low Fat,,0.021273161
DRI51,Dairy,Low Fat,,0.042037073
FDB52,Dairy,Low Fat,,0.030288215
FDB05,Frozen Foods,Low Fat,,0.08279545
FDA20,Fruits and Vegetables,Low Fat,,0.066298469
FDH32,Fruits and Vegetables,Low Fat,,0.075691713
FDL08,Fruits and Vegetables,Low Fat,,0.049478259
FDP56,Fruits and Vegetables,Low Fat,,0.046259036
FDV43,Fruits and Vegetables,Low Fat,,0.076483451
DRJ47,Hard Drinks,Low Fat,,0.04403602
NCB42,Health and Hygiene,Low Fat,,0.008519718
NCI17,Health and Hygiene,Low Fat,,0.142728113
NCL29,Health and Hygiene,Low Fat,,0.113387677
NCM17,Health and Hygiene,Low Fat,,0.070791391
NCS53,Health and Hygiene,Low Fat,,0.089343433
NCW29,Health and Hygiene,Low Fat,,0.028723187
NCY29,Health and Hygiene,Low Fat,,0.076860103
NCE54,Household,Low Fat,,0.026769592
NCI18,Household,Low Fat,,0.013956116
NCN18,Household,Low Fat,,0.124110734
FDK27,Meat,Low Fat,,0.008903212
NCI31,Others,Low Fat,,0.080933328
FDB59,Snack Foods,Low Fat,,0.01520491
FDE58,Snack Foods,Low Fat,,0.0
FDM21,Snack Foods,Low Fat,,0.064052392
FDN57,Snack Foods,Low Fat,,0.053971566
FDR45,Snack Foods,Low Fat,,0.0
FDT46,Snack Foods,Low Fat,,0.030657949
FDT57,Snack Foods,Low Fat,,0.018942606
FDZ58,Snack Foods,Low Fat,,0.051924192
DRI25,Soft Drinks,Low Fat,,0.033737273
DRJ37,Soft Drinks,Low Fat,,0.060805497
FDC35,Starchy Foods,Low Fat,,0.122242847
FDA35,Baking Goods,Regular,,0.05357685
FDM24,Baking Goods,Regular,,0.078943221
FDU12,Baking Goods,Regular,,0.075384242
FDT11,Breads,Regular,,0.02923013
FDE50,Canned,Regular,,0.01612717
FDY37,Canned,Regular,,0.026440214
FDI27,Dairy,Regular,,0.045763623
FDL39,Dairy,Regular,,0.06302467
FDW26,Dairy,Regular,,0.106538757
FDE05,Frozen Foods,Regular,,0.032296886
FDW04,Frozen Foods,Regular,,0.0
FDR55,Fruits and Vegetables,Regular,,0.131443921
FDZ43,Fruits and Vegetables,Regular,,0.056782237
FDE10,Snack Foods,Regular,,0.089512542
FDJ58,Snack Foods,Regular,,0.104786172
FDM22,Snack Foods,Regular,,0.041754584
FDU21,Snack Foods,Regular,,0.076348933
FDA15,Dairy,Low Fat,9.3,0.016047301
FDW12,Baking Goods,Regular,,0.035399923
NCX29,Health and Hygiene,Low Fat,10.0,0.089291137
DRZ11,Soft Drinks,Regular,8.85,0.113123893
NCL17,Health and Hygiene,Low Fat,7.39,0.067779712
FDA44,Fruits and Vegetables,Low Fat,19.7,0.053212652
FDW11,Breads,Low Fat,12.6,0.049058014
NCO55,Others,Low Fat,12.8,0.091221855
FDV25,Canned,Low Fat,5.905,0.045838211
NCM53,Health and Hygiene,Low Fat,18.75,0.052146456
FDA39,Meat,LF,6.32,0.0
FDC60,Baking Goods,Regular,5.425,0.115119905
FDT25,Canned,Low Fat,7.5,0.051038045
FDF05,Frozen Foods,Low Fat,17.5,0.027022883
FDJ34,Snack Foods,Regular,11.8,0.09357779
FDN01,Breakfast,Low Fat,8.895,0.072545601
FDY03,Meat,Regular,17.6,0.076552407
FDV13,Canned,Regular,,0.02747716
FDY31,Fruits and Vegetables,Low Fat,,0.043351896
FDO01,Breakfast,Regular,,0.020618324
FDR24,Baking Goods,Regular,17.35,0.062799379
FDH40,Frozen Foods,Regular,11.6,0.078929571
FDX60,Baking Goods,Low Fat,14.35,0.08075758
FDT22,Snack Foods,Low Fat,10.395,0.112271498
FDF45,Fruits and Vegetables,Regular,18.2,0.012194556
FDW07,Fruits and Vegetables,Regular,18.0,0.142688846
NCF18,Household,Low Fat,18.35,0.089163056
FDM60,Baking Goods,Regular,10.8,0.048143292
NCZ42,Household,Low Fat,10.5,0.0
FDR04,Frozen Foods,Low Fat,7.075,0.03777249
FDV39,Meat,Low Fat,11.3,0.007309544
FDB29,Frozen Foods,Regular,16.7,0.052517969
FDH16,Frozen Foods,Low Fat,10.5,0.052852621
NCO30,Household,Low Fat,19.5,0.015756784
FDO11,Breads,Regular,,0.030118338
DRL23,Hard Drinks,Low Fat,18.35,0.015335349
NCI29,Health and Hygiene,Low Fat,8.6,0.032754431
FDN16,Frozen Foods,Regular,12.6,0.062648111
FDJ21,Snack Foods,Regular,16.7,0.038606365
FDZ22,Snack Foods,Low Fat,9.395,0.045361705
FDR08,Fruits and Vegetables,Low Fat,18.7,0.037699254
FDW49,Canned,Low Fat,19.5,0.082719632
FDK14,Canned,Low Fat,6.98,0.041105789
FDM01,Breakfast,Regular,7.895,0.0945493
FDH32,Fruits and Vegetables,Low Fat,12.8,0.076060037
NCQ02,Household,Low Fat,12.6,0.007450258
NCV05,Health and Hygiene,Low Fat,10.1,0.03020851
NCQ38,Others,Low Fat,16.35,0.013420879
FDV02,Dairy,Low Fat,,0.060252433
FDP33,Snack Foods,Low Fat,18.7,0.089272253
FDK43,Meat,Low Fat,9.8,0.026950104
NCO06,Household,Low Fat,19.25,0.108470504
FDR58,Snack Foods,Low Fat,6.675,0.041886576
DRM37,Soft Drinks,Low Fat,15.35,0.161350176
FDF52,Frozen Foods,Low Fat,9.3,0.067055339
FDP48,Baking Goods,Regular,,0.043810028
FDW56,Fruits and Vegetables,Low Fat,7.68,0.118672537
FDM36,Baking Goods,Regular,,0.058446424
FDZ48,Baking Goods,LF,17.75,0.07607772
FDP56,Fruits and Vegetables,LF,8.185,0.046556408
FDL36,Baking Goods,Low Fat,15.1,0.076193763
FDW35,Breads,Low Fat,10.6,0.011106465
FDT25,Canned,Low Fat,7.5,0.050829881
FDI14,Canned,Low Fat,14.1,0.089817198
DRF03,Dairy,Low Fat,19.1,0.045378573
FDV14,Dairy,Low Fat,19.85,0.044566659
FDB17,Frozen Foods,Low Fat,13.15,0.036729122
FDI28,Frozen Foods,Low Fat,14.3,0.026362624
FDG16,Frozen Foods,Low Fat,15.25,0.08995645
FDO40,Frozen Foods,Low Fat,17.1,0.032678839
FDG29,Frozen Foods,Low Fat,17.6,0.056379439
FDB20,Fruits and Vegetables,Low Fat,7.72,0.052061483
NCS29,Health and Hygiene,Low Fat,9.0,0.069653585
NCP17,Health and Hygiene,Low Fat,19.35,0.02775746
NCF43,Household,Low Fat,8.51,0.0
NCH18,Household,Low Fat,9.3,0.044730667
NCW18,Household,Low Fat,15.1,0.059417055
NCK07,Others,Low Fat,10.65,0.048762383
FDR58,Snack Foods,Low Fat,6.675,0.041986639
FDE34,Snack Foods,Low Fat,9.195,0.108059141
FDZ45,Snack Foods,Low Fat,14.1,0.066979957
DRK12,Soft Drinks,Low Fat,9.5,0.041951439
DRF36,Soft Drinks,Low Fat,16.1,0.023613955
FDG12,Baking Goods,Regular,6.635,0.006335942
FDJ36,Baking Goods,Regular,14.5,0.128459481
FDT47,Breads,Regular,5.26,0.02454694
FDZ35,Breads,Regular,9.6,0.0
FDI50,Canned,Regular,8.42,0.030890618
FDK03,Dairy,Regular,12.6,0.074035365
FDL39,Dairy,Regular,16.1,0.063429818
FDW52,Frozen Foods,Regular,14.0,0.037580877
FDS56,Fruits and Vegetables,Regular,5.785,0.038817121
FDA07,Fruits and Vegetables,Regular,7.55,0.030992735
FDG08,Fruits and Vegetables,Regular,13.15,0.165616415
FDH45,Fruits and Vegetables,Regular,15.1,0.105831117
FDQ27,Meat,Regular,5.19,0.044321422
FDW27,Meat,Regular,5.86,0.151087845
FDQ15,Meat,Regular,20.35,0.151308326
FDC22,Snack Foods,Regular,6.89,0.0
FDN46,Snack Foods,Regular,7.21,0.144856342
FDS21,Snack Foods,Regular,19.85,0.020908608
DRL01,Soft Drinks,Regular,19.5,0.077292302
FDG35,Starchy Foods,Regular,21.2,0.0
FDQ23,Breads,Low Fat,,0.042941559
FDW01,Canned,Low Fat,,0.112161697
FDF52,Frozen Foods,Low Fat,,0.116928924
FDO28,Frozen Foods,Low Fat,,0.126585095
NCA53,Health and Hygiene,Low Fat,,0.017295906
NCL41,Health and Hygiene,Low Fat,,0.073077197
NCS29,Health and Hygiene,Low Fat,,0.121765124
NCZ05,Health and Hygiene,Low Fat,,0.10178199
NCH07,Household,Low Fat,,0.162248011
NCM54,Household,Low Fat,,0.08918772
NCQ42,Household,Low Fat,,0.068753558
NCW42,Household,Low Fat,,0.102371638
FDK45,Seafood,Low Fat,,0.059281315
FDC47,Snack Foods,Low Fat,,0.208162156
FDD46,Snack Foods,Low Fat,,0.247321039
FDH34,Snack Foods,Low Fat,,0.054443762
FDQ57,Snack Foods,Low Fat,,0.048932713
FDR46,Snack Foods,Low Fat,,0.244102315
FDV09,Snack Foods,Low Fat,,0.036012919
FDZ10,Snack Foods,Low Fat,,0.077849833
FDB49,Baking Goods,Regular,,0.052791124
FDR12,Baking Goods,Regular,,0.055213281
FDX47,Breads,Regular,,0.060587738
FDK26,Canned,Regular,,0.056338482
FDV01,Canned,Regular,,0.148737487
FDB04,Dairy,Regular,,0.1107011
FDF57,Fruits and Vegetables,Regular,,0.102999154
FDQ08,Fruits and Vegetables,Regular,,0.033144603
FDU44,Fruits and Vegetables,Regular,,0.102295904
FDX32,Fruits and Vegetables,Regular,,0.1748389
FDS27,Meat,Regular,,0.0218126
FDO10,Snack Foods,Regular,,0.0
FDY16,Frozen Foods,reg,,0.16147714
FDX02,Dairy,LF,16.0,0.05706009
NCO54,Household,LF,19.5,0.014274292
FDY48,Baking Goods,Low Fat,14.0,0.023734872
FDN24,Baking Goods,Low Fat,14.1,0.11326743
FDO60,Baking Goods,Low Fat,20.0,0.034369528
FDG60,Baking Goods,Low Fat,20.35,0.060699725
FDQ37,Breakfast,Low Fat,20.75,0.089260667
FDW25,Canned,Low Fat,5.175,0.037398953
FDB16,Dairy,Low Fat,8.21,0.044925784
FDX14,Dairy,Low Fat,13.1,0.07494003
DRG03,Dairy,Low Fat,14.5,0.061986574
DRF15,Dairy,Low Fat,18.35,0.03321399
DRH39,Dairy,Low Fat,20.7,0.0
FDJ28,Frozen Foods,Low Fat,12.3,0.021860985
FDF04,Frozen Foods,Low Fat,17.5,0.013637046
FDP16,Frozen Foods,Low Fat,18.6,0.039294854
FDT31,Fruits and Vegetables,Low Fat,19.75,0.012448294
DRM47,Hard Drinks,Low Fat,9.3,0.043785694
NCY41,Health and Hygiene,Low Fat,16.75,0.075735621
NCX42,Household,Low Fat,6.36,0.005978595
NCY54,Household,Low Fat,8.43,0.177694846
NCF07,Household,Low Fat,9.0,0.032022535
NCD07,Household,Low Fat,9.1,0.0
NCF31,Household,Low Fat,9.13,0.051847425
NCQ06,Household,Low Fat,13.0,0.041824524
NCI54,Household,Low Fat,15.2,0.033599041
NCR18,Household,Low Fat,15.85,0.020487625
NCA54,Household,Low Fat,16.5,0.036641597
NCA30,Household,Low Fat,19.0,0.0
FDI57,Seafood,Low Fat,19.85,0.054025644
FDX34,Snack Foods,Low Fat,6.195,0.07198553
FDT34,Snack Foods,Low Fat,9.3,0.174350275
FDX58,Snack Foods,Low Fat,13.15,0.04376368
FDM33,Snack Foods,Low Fat,15.6,0.087719692
FDR46,Snack Foods,Low Fat,16.85,0.139417654
FDV46,Snack Foods,Low Fat,18.2,0.012607876
DRK49,Soft Drinks,Low Fat,14.15,0.035943717
DRH36,Soft Drinks,Low Fat,16.2,0.03338006
FDQ48,Baking Goods,Regular,14.3,0.034411238
FDX47,Breads,Regular,6.55,0.034604343
FDM01,Breakfast,Regular,7.895,0.094567181
FDZ13,Canned,Regular,7.84,0.153494979
FDA25,Canned,Regular,16.5,0.068125756
FDZ14,Dairy,Regular,7.71,0.047588696
FDW14,Dairy,Regular,8.3,0.038211537
FDS02,Dairy,Regular,10.195,0.145867347
FDD52,Dairy,Regular,18.25,0.18329488
FDV04,Frozen Foods,Regular,7.825,0.150015234
FDY40,Frozen Foods,Regular,15.5,0.085834992
FDR31,Fruits and Vegetables,Regular,6.46,0.049162885
FDY44,Fruits and Vegetables,Regular,14.15,0.024404558
FDQ08,Fruits and Vegetables,Regular,15.7,0.018930352
FDW27,Meat,Regular,5.86,0.150853308
FDX51,Meat,Regular,9.5,0.022058724
FDW57,Snack Foods,Regular,8.31,0.0
FDV33,Snack Foods,Regular,9.6,0.02734361
FDV57,Snack Foods,Regular,15.25,0.065896556
FDU57,Snack Foods,reg,8.27,0.089554186
FDA11,Baking Goods,LF,7.75,0.043326511
NCM18,Household,LF,13.0,0.083009876
FDD58,Snack Foods,LF,7.76,0.059472609
FDG32,Fruits and Vegetables,LF,19.85,0.176991029
FDB11,Starchy Foods,LF,16.0,0.061192211
FDV24,Baking Goods,Low Fat,5.635,0.103481775
FDX24,Baking Goods,Low Fat,8.355,0.013957308
FDP37,Breakfast,Low Fat,15.6,0.143396175
FDF50,Canned,Low Fat,4.905,0.1175683
FDY13,Canned,Low Fat,12.1,0.030188505
DRG15,Dairy,Low Fat,6.13,0.076891526
DRE03,Dairy,Low Fat,19.6,0.024276035
FDT40,Frozen Foods,Low Fat,5.985,0.095989602
FDK04,Frozen Foods,Low Fat,7.36,0.052418124
FDV40,Frozen Foods,Low Fat,17.35,0.014721579
FDE09,Fruits and Vegetables,Low Fat,8.775,0.021647195
FDL08,Fruits and Vegetables,Low Fat,10.8,0.049819857
FDG32,Fruits and Vegetables,Low Fat,19.85,0.17635245
NCU17,Health and Hygiene,Low Fat,5.32,0.093071679
NCN29,Health and Hygiene,Low Fat,15.2,0.012141036
NCE07,Household,Low Fat,8.18,0.0
NCU42,Household,Low Fat,9.0,0.019546214
NCN26,Household,Low Fat,10.85,0.028738058
NCN42,Household,Low Fat,20.25,0.014251461
FDP39,Meat,Low Fat,12.65,0.069565759
FDV03,Meat,Low Fat,17.6,0.058209079
NCM31,Others,Low Fat,6.095,0.081361288
NCN07,Others,Low Fat,18.5,0.034013539
FDJ22,Snack Foods,Low Fat,18.75,0.052917345
DRC25,Soft Drinks,Low Fat,5.73,0.045463871
FDB11,Starchy Foods,Low Fat,16.0,0.060971431
FDN60,Baking Goods,Low Fat,15.1,0.095696334
FDP24,Baking Goods,Low Fat,20.6,0.083473583
FDS23,Breads,Low Fat,4.635,0.141686037
FDU11,Breads,Low Fat,4.785,0.0931174
FDO23,Breads,Low Fat,17.85,0.147255604
FDP37,Breakfast,Low Fat,15.6,0.143915417
FDK50,Canned,Low Fat,7.96,0.0
FDS01,Canned,Low Fat,11.6,0.017845372
FDL26,Canned,Low Fat,18.0,0.073606829
DRC27,Dairy,Low Fat,13.8,0.05843112
FDI15,Dairy,Low Fat,13.8,0.14215211
FDS26,Dairy,Low Fat,20.35,0.089975294
FDN40,Frozen Foods,Low Fat,5.88,0.086945823
FDC28,Frozen Foods,Low Fat,7.905,0.0
FDG16,Frozen Foods,Low Fat,15.25,0.090324849
FDC41,Frozen Foods,Low Fat,15.6,0.117574554
