ItemID,OutletID,TotalSales,Rating
FDU46,OUT046,87.254,4.2
FDY57,OUT046,94.5752,4.2
FDH47,OUT046,96.4068,4.2
FDE11,OUT046,184.3924,4.2
FDV38,OUT045,54.3956,4.2
NCM06,OUT045,155.2656,4.2
NCO43,OUT045,103.1016,4.2
FDB51,OUT017,64.2852,4.2
FDP33,OUT017,256.4672,4.2
FDK48,OUT045,74.7354,4.2
FDZ48,OUT045,111.4544,4.2
FDP24,OUT045,121.0756,4.2
FDS37,OUT045,117.2492,4.2
FDU13,OUT045,146.9418,4.2
FDX01,OUT045,116.715,4.2
FDA13,OUT045,37.2506,4.2
FDZ15,OUT045,120.1782,4.2
DRF51,OUT045,37.4506,4.2
FDD39,OUT045,216.385,4.2
FDS50,OUT045,220.5114,4.2
FDO16,OUT045,81.925,4.2
FDK40,OUT045,262.791,4.2
FDC28,OUT045,109.2254,4.2
FDE29,OUT045,61.4878,4.2
FDH41,OUT045,214.1534,4.2
FDX40,OUT045,38.1164,4.2
FDS40,OUT045,36.719,4.2
FDJ04,OUT045,120.3124,4.2
FDP19,OUT045,128.8652,4.2
FDD33,OUT045,233.2642,4.2
FDZ56,OUT045,166.9474,4.2
FDY55,OUT045,258.0988,4.2
FDI32,OUT045,115.0834,4.2
FDL44,OUT045,160.4894,4.2
DRK47,OUT045,229.4694,4.2
DRP35,OUT045,127.4336,4.2
NCH29,OUT045,99.7726,4.2
NCY05,OUT045,37.0874,4.2
NCV41,OUT045,109.5228,4.2
NCM41,OUT045,95.212,4.2
NCW41,OUT045,159.3604,4.2
NCA17,OUT045,149.6392,4.2
NCO26,OUT045,117.3492,4.2
NCR42,OUT045,33.89,4.2
NCF42,OUT045,176.3712,4.2
NCM19,OUT045,113.8202,4.2
NCQ38,OUT045,106.028,4.2
FDQ46,OUT045,112.4544,4.2
FDI22,OUT045,210.8612,4.2
FDH33,OUT045,43.1428,4.2
FDB34,OUT045,87.0198,4.2
FDV45,OUT045,187.9556,4.2
FDM21,OUT045,259.2646,4.2
DRZ24,OUT045,121.644,4.2
DRL37,OUT045,42.377,4.2
DRH25,OUT045,52.0324,4.2
FDJ48,OUT017,247.5118,4.2
FDH24,OUT017,157.0288,4.2
FDK38,OUT017,149.7734,4.2
FDE02,OUT017,94.4778,4.2
FDY25,OUT017,181.2976,4.2
FDB50,OUT017,77.2986,4.2
FDT37,OUT017,256.3014,4.2
FDH27,OUT017,142.0128,4.2
FDP26,OUT017,105.6306,4.2
FDZ15,OUT017,117.7782,4.2
FDD03,OUT017,232.63,4.2
FDE53,OUT017,106.328,4.2
FDS40,OUT017,37.219,4.2
FDY31,OUT017,146.8418,4.2
FDZ19,OUT017,175.5712,4.2
FDQ20,OUT017,39.5138,4.2
FDJ56,OUT017,99.67,4.2
FDG57,OUT017,49.5034,4.2
FDI44,OUT017,78.4328,4.2
DRF23,OUT017,172.5396,4.2
DRK59,OUT017,235.9616,4.2
DRL35,OUT017,42.177,4.2
NCR17,OUT017,117.5492,4.2
NCO26,OUT017,116.9492,4.2
NCE31,OUT017,35.4216,4.2
NCQ30,OUT017,123.8414,4.2
NCR42,OUT017,33.79,4.2
NCI18,OUT017,225.4746,4.2
NCJ42,OUT017,102.2332,4.2
FDS39,OUT017,143.7812,4.2
FDR33,OUT017,108.457,4.2
FDJ09,OUT017,43.6744,4.2
FDT57,OUT017,237.5248,4.2
FDS10,OUT017,180.3318,4.2
DRM37,OUT017,196.5768,4.2
FDL24,OUT045,172.3422,4.2
FDT24,OUT045,78.7328,4.2
FDX52,OUT045,192.682,4.2
FDN08,OUT045,117.5466,4.2
FDW44,OUT045,170.1448,4.2
FDW31,OUT045,199.4742,4.2
FDJ44,OUT045,173.2396,4.2
FDF08,OUT045,89.1856,4.2
FDH44,OUT045,148.0418,4.2
FDE33,OUT045,76.8644,4.2
FDO03,OUT045,230.5352,4.2
FDS45,OUT045,105.9622,4.2
FDP45,OUT045,253.4724,4.2
FDS22,OUT045,45.9428,4.2
DRM49,OUT045,44.4086,4.2
FDQ49,OUT017,155.163,4.2
FDH02,OUT017,92.2488,4.2
FDI02,OUT017,112.0202,4.2
FDV01,OUT017,153.3314,4.2
FDQ26,OUT017,60.9562,4.2
FDU26,OUT017,120.3782,4.2
FDC29,OUT017,113.6176,4.2
FDN04,OUT017,178.2344,4.2
FDR52,OUT017,191.8846,4.2
FDP28,OUT017,261.2936,4.2
FDA40,OUT017,87.4856,4.2
FDD21,OUT017,115.7176,4.2
FDA08,OUT017,163.8526,4.2
FDS44,OUT017,238.3538,4.2
FDG08,OUT017,171.9764,4.2
FDT55,OUT017,157.0946,4.2
FDC21,OUT017,110.1254,4.2
FDV19,OUT017,162.2578,4.2
FDO19,OUT017,46.8034,4.2
FDT32,OUT017,188.4214,4.2
FDJ57,OUT017,185.3582,4.2
FDF34,OUT017,197.7084,4.2
FDO21,OUT017,223.1404,4.2
FDA09,OUT017,179.066,4.2
FDN34,OUT017,169.2132,4.2
FDR34,OUT017,228.4352,4.2
DRM49,OUT017,45.6086,4.2
DRG36,OUT045,171.0106,4.2
DRF27,OUT017,152.234,4.2
FDI07,OUT045,196.9426,4.2
FDD47,OUT045,171.7448,4.2
FDN51,OUT017,261.5936,4.2
FDT10,OUT017,57.6562,4.2
FDT20,OUT035,40.1164,4.2
NCF30,OUT035,126.7362,4.2
NCO06,OUT035,33.3558,4.2
NCO42,OUT035,146.0102,4.2
FDF33,OUT035,108.4596,4.2
FDW23,OUT035,40.1164,4.2
FDP23,OUT035,217.5166,4.2
FDP25,OUT035,216.3824,4.2
FDD50,OUT035,169.0132,4.2
FDZ15,OUT035,117.8782,4.2
FDC53,OUT035,100.0384,4.2
FDD29,OUT035,254.7698,4.2
FDI52,OUT035,121.2072,4.2
FDA31,OUT035,172.908,4.2
FDH08,OUT035,227.901,4.2
FDI45,OUT035,174.2054,4.2
FDL56,OUT035,87.1198,4.2
FDD57,OUT035,96.5094,4.2
FDC32,OUT035,94.0462,4.2
FDW20,OUT035,123.373,4.2
DRI11,OUT035,115.7834,4.2
DRG23,OUT035,153.8682,4.2
NCL29,OUT035,158.2604,4.2
NCQ41,OUT035,193.0794,4.2
NCF43,OUT035,142.947,4.2
NCC55,OUT035,36.7848,4.2
NCG07,OUT035,191.053,4.2
NCK30,OUT035,254.3698,4.2
NCC07,OUT035,106.9964,4.2
NCJ06,OUT035,120.6782,4.2
FDG31,OUT035,64.7826,4.2
FDY51,OUT035,220.0798,4.2
NCN19,OUT035,188.853,4.2
NCN07,OUT035,132.5284,4.2
FDK45,OUT035,112.186,4.2
FDQ46,OUT035,110.1544,4.2
FDB22,OUT035,154.3998,4.2
FDW34,OUT035,244.817,4.2
FDK34,OUT035,236.8564,4.2
FDM10,OUT035,214.1218,4.2
FDU34,OUT035,126.2046,4.2
FDN21,OUT035,162.2236,4.2
FDJ22,OUT035,193.2504,4.2
FDA10,OUT035,121.9072,4.2
DRG25,OUT035,188.424,4.2
FDF35,OUT035,105.9938,4.2
FDP12,OUT035,35.9874,4.2
FDF24,OUT035,82.7934,4.2
FDB37,OUT035,240.8538,4.2
FDQ59,OUT035,84.6908,4.2
FDS59,OUT035,108.757,4.2
FDT50,OUT035,96.3752,4.2
FDT14,OUT035,120.444,4.2
FDY15,OUT035,154.463,4.2
FDE41,OUT035,85.5566,4.2
FDE28,OUT035,228.6668,4.2
FDR52,OUT035,189.0846,4.2
FDX04,OUT035,47.6376,4.2
FDF44,OUT035,130.9968,4.2
FDF21,OUT035,191.153,4.2
FDJ44,OUT035,174.9396,4.2
FDW55,OUT035,248.8092,4.2
FDG56,OUT035,61.0536,4.2
FDF08,OUT035,88.9856,4.2
FDI08,OUT035,247.2092,4.2
FDS45,OUT035,107.6622,4.2
FDL58,OUT035,264.0568,4.2
FDK10,OUT035,181.366,4.2
FDK58,OUT035,103.0016,4.2
FDA09,OUT035,178.666,4.2
FDN34,OUT035,167.1132,4.2
FDL21,OUT035,41.048,4.2
NCU53,OUT035,166.2842,4.2
FDU19,OUT035,170.8422,4.2
FDM08,OUT035,223.7088,4.2
FDS34,OUT035,113.4518,4.2
FDP24,OUT010,119.5756,4.2
FDV59,OUT010,219.2166,4.2
FDT13,OUT010,187.7214,4.2
FDX37,OUT010,101.47,4.2
FDR26,OUT010,177.6028,4.2
FDF16,OUT010,146.3076,4.2
FDC53,OUT010,97.7384,4.2
FDF52,OUT010,182.3292,4.2
FDP16,OUT010,245.7802,4.2
FDM32,OUT010,90.883,4.2
DRI47,OUT010,144.3128,4.2
DRM23,OUT010,173.9422,4.2
NCV29,OUT010,177.5686,4.2
NCB06,OUT010,161.792,4.2
NCK05,OUT010,61.3536,4.2
NCM06,OUT010,154.2656,4.2
NCE07,OUT010,140.6154,4.2
NCB30,OUT010,196.9084,4.2
NCK30,OUT010,254.2698,4.2
NCG18,OUT010,104.0332,4.2
NCC18,OUT010,171.8422,4.2
NCO55,OUT010,108.1938,4.2
FDD46,OUT010,155.5998,4.2
FDV21,OUT010,123.9704,4.2
FDC47,OUT010,226.5694,4.2
FDK09,OUT010,228.0352,4.2
FDY09,OUT010,174.7054,4.2
DRN37,OUT010,165.3158,4.2
FDI60,OUT010,61.251,4.2
FDX48,OUT010,154.6656,4.2
FDY35,OUT010,47.8402,4.2
FDQ25,OUT010,174.1422,4.2
FDL38,OUT010,87.4172,4.2
FDZ02,OUT010,97.2726,4.2
FDZ28,OUT010,125.4678,4.2
FDY08,OUT010,139.1838,4.2
FDH56,OUT010,114.2492,4.2
FDX32,OUT010,146.2786,4.2
FDG09,OUT010,188.9556,4.2
FDG10,OUT010,57.7588,4.2
FDM58,OUT010,109.8544,4.2
FDE11,OUT010,185.7924,4.2
FDT08,OUT013,151.805,4.2
NCQ50,OUT013,214.1218,4.2
FDP27,OUT013,190.153,4.2
FDN12,OUT013,112.3544,4.2
FDS35,OUT013,63.1826,4.2
FDB51,OUT013,62.5852,4.2
DRD15,OUT013,233.6642,4.2
FDU38,OUT013,191.6504,4.2
FDX50,OUT013,111.3228,4.2
FDZ52,OUT013,112.7886,4.2
FDA20,OUT013,185.324,4.2
FDV08,OUT013,40.8454,4.2
FDT20,OUT013,39.5164,4.2
FDX19,OUT013,235.1958,4.2
DRJ11,OUT013,188.7872,4.2
NCR53,OUT013,224.4404,4.2
NCS53,OUT013,158.3604,4.2
NCC54,OUT013,240.4196,4.2
NCK05,OUT013,60.8536,4.2
NCF42,OUT013,176.2712,4.2
NCM54,OUT013,125.5678,4.2
NCO06,OUT013,35.5558,4.2
NCR30,OUT013,74.8696,4.2
FDS39,OUT013,143.8812,4.2
FDV03,OUT013,154.6314,4.2
FDQ34,OUT013,106.3622,4.2
FDI33,OUT013,91.7146,4.2
DRB01,OUT013,190.953,4.2
DRI01,OUT013,171.8422,4.2
DRH49,OUT013,84.1592,4.2
FDV48,OUT013,79.8644,4.2
FDT24,OUT013,77.1328,4.2
FDR12,OUT013,170.5764,4.2
FDS24,OUT013,90.2514,4.2
FDN25,OUT013,58.5588,4.2
FDL13,OUT013,232.23,4.2
FDQ49,OUT013,157.663,4.2
FDI50,OUT013,230.8352,4.2
FDH50,OUT013,185.1266,4.2
FDA52,OUT013,178.137,4.2
FDS56,OUT013,263.9252,4.2
FDZ32,OUT013,106.4964,4.2
FDD44,OUT013,257.5646,4.2
FDY20,OUT013,92.3488,4.2
FDD32,OUT013,82.6276,4.2
FDO19,OUT013,50.5034,4.2
FDO39,OUT013,183.7608,4.2
FDS27,OUT013,197.611,4.2
FDT51,OUT013,110.8544,4.2
FDW15,OUT013,146.5734,4.2
FDN39,OUT013,169.0816,4.2
FDG33,OUT013,172.0764,4.2
FDS33,OUT013,90.2514,4.2
FDC22,OUT013,195.082,4.2
FDX33,OUT013,160.2578,4.2
FDU10,OUT013,35.6848,4.2
FDD10,OUT013,177.0344,4.2
FDC29,OUT013,115.7176,4.2
FDB58,OUT013,140.0154,4.2
FDY57,OUT013,97.3752,4.2
FDA31,OUT018,172.108,4.2
FDZ12,OUT018,143.947,4.2
FDN48,OUT018,93.4804,4.2
FDO12,OUT018,195.5452,4.2
FDW13,OUT018,51.3324,4.2
FDC50,OUT018,94.4094,4.2
FDP26,OUT018,102.5306,4.2
FDA15,OUT018,249.6092,4.2
FDA16,OUT018,220.8456,4.2
FDJ52,OUT018,160.6578,4.2
FDF09,OUT018,37.4848,4.2
FDP07,OUT018,194.711,4.2
DRN35,OUT018,34.2532,4.2
DRM23,OUT018,171.4422,4.2
DRP35,OUT018,128.9336,4.2
NCZ53,OUT018,186.6214,4.2
NCR41,OUT018,96.9094,4.2
NCP18,OUT018,151.9708,4.2
NCG07,OUT018,189.653,4.2
NCA06,OUT018,37.119,4.2
FDP39,OUT018,51.0324,4.2
NCL31,OUT018,143.447,4.2
NCP50,OUT018,79.2618,4.2
FDF33,OUT018,107.6596,4.2
FDN10,OUT018,119.5124,4.2
FDO33,OUT018,115.3518,4.2
FDL45,OUT018,125.2704,4.2
FDM33,OUT018,220.4798,4.2
FDV46,OUT018,140.718,4.2
DRF01,OUT018,146.9102,4.2
DRF60,OUT018,238.1564,4.2
DRF13,OUT018,144.3444,4.2
DRL37,OUT018,44.177,4.2
FDO48,OUT018,220.9456,4.2
FDQ47,OUT018,34.3874,4.2
FDY35,OUT018,45.8402,4.2
FDM25,OUT018,173.8712,4.2
FDJ38,OUT018,189.753,4.2
FDU37,OUT018,78.796,4.2
FDJ26,OUT018,215.7218,4.2
FDI02,OUT018,114.1202,4.2
FDQ26,OUT018,58.6562,4.2
FDB40,OUT018,144.6102,4.2
FDG41,OUT018,109.9228,4.2
FDR55,OUT018,190.1872,4.2
FDY44,OUT018,195.111,4.2
FDH45,OUT018,43.2796,4.2
FDZ07,OUT018,63.7194,4.2
FDD56,OUT018,176.5054,4.2
FDQ32,OUT018,123.8388,4.2
FDY03,OUT018,113.2202,4.2
FDL03,OUT018,194.811,4.2
FDJ57,OUT018,187.7582,4.2
FDI21,OUT018,61.9168,4.2
FDL58,OUT018,264.5568,4.2
FDU10,OUT018,38.5848,4.2
FDR34,OUT018,228.0352,4.2
FDY57,OUT018,96.9752,4.2
FDB35,OUT018,93.8804,4.2
NCE42,OUT018,233.2958,4.2
FDT23,OUT018,78.7986,4.2
FDV16,OUT018,32.9558,4.2
FDW57,OUT018,176.0028,4.2
FDF11,OUT018,239.4538,4.2
FDN24,OUT027,54.2956,4.2
FDA23,OUT027,101.3016,4.2
FDA36,OUT027,184.9924,4.2
FDK48,OUT027,76.7354,4.2
FDZ60,OUT027,108.5596,4.2
FDO37,OUT027,229.1326,4.2
DRI51,OUT027,172.6764,4.2
FDB52,OUT027,256.7672,4.2
FDB05,OUT027,245.8776,4.2
FDA20,OUT027,186.824,4.2
FDH32,OUT027,98.241,4.2
FDL08,OUT027,245.4144,4.2
FDP56,OUT027,47.4692,4.2
FDV43,OUT027,43.4086,4.2
DRJ47,OUT027,173.308,4.2
NCB42,OUT027,116.9492,4.2
NCI17,OUT027,95.141,4.2
NCL29,OUT027,156.9604,4.2
NCM17,OUT027,46.4086,4.2
NCS53,OUT027,157.3604,4.2
NCW29,OUT027,131.831,4.2
NCY29,OUT027,55.993,4.2
NCE54,OUT027,77.0354,4.2
NCI18,OUT027,222.3746,4.2
NCN18,OUT027,111.7544,4.2
FDK27,OUT027,120.9756,4.2
NCI31,OUT027,37.519,4.2
FDB59,OUT027,197.2084,4.2
FDE58,OUT027,119.8124,4.2
FDM21,OUT027,256.1646,4.2
FDN57,OUT027,141.2154,4.2
FDR45,OUT027,240.6222,4.2
FDT46,OUT027,50.5008,4.2
FDT57,OUT027,236.0248,4.2
FDZ58,OUT027,121.0072,4.2
DRI25,OUT027,56.6614,4.2
DRJ37,OUT027,150.8024,4.2
FDC35,OUT027,207.5638,4.2
FDA35,OUT027,122.2072,4.2
FDM24,OUT027,152.7366,4.2
FDU12,OUT027,262.7568,4.2
FDT11,OUT027,189.4556,4.2
FDE50,OUT027,189.3556,4.2
FDY37,OUT027,143.647,4.2
FDI27,OUT027,43.8744,4.2
FDL39,OUT027,181.6318,4.2
FDW26,OUT027,222.3772,4.2
FDE05,OUT027,144.0102,4.2
FDW04,OUT027,130.531,4.2
FDR55,OUT027,189.1872,4.2
FDZ43,OUT027,241.2512,4.2
FDE10,OUT027,133.1626,4.2
FDJ58,OUT027,172.2764,4.2
FDM22,OUT027,53.464,4.2
FDU21,OUT027,32.8558,4.2
FDA15,OUT049,249.8092,4.1
FDW12,OUT027,144.5444,4.1
NCX29,OUT049,146.7102,4.1
DRZ11,OUT018,122.5388,4.1
NCL17,OUT046,143.8812,4.1
FDA44,OUT035,57.893,4.1
FDW11,OUT017,62.7194,4.1
NCO55,OUT045,105.5938,4.1
FDV25,OUT018,222.5456,4.1
NCM53,OUT045,104.628,4.1
FDA39,OUT035,40.2822,4.1
FDC60,OUT017,88.3514,4.1
FDT25,OUT017,121.7072,4.1
FDF05,OUT017,262.491,4.1
FDJ34,OUT013,125.9704,4.1
FDN01,OUT045,176.237,4.1
FDY03,OUT017,110.5202,4.1
FDV13,OUT027,87.9856,4.1
FDY31,OUT027,146.6418,4.1
FDO01,OUT027,129.3994,4.1
FDR24,OUT013,88.183,4.1
FDH40,OUT046,79.9276,4.1
FDX60,OUT045,81.896,4.1
FDT22,OUT049,58.222,4.1
FDF45,OUT013,57.7904,4.1
FDW07,OUT046,88.5514,4.1
NCF18,OUT045,191.3504,4.1
FDM60,OUT046,40.2138,4.1
NCZ42,OUT010,238.3248,4.1
FDR04,OUT010,98.0068,4.1
FDV39,OUT018,196.2426,4.1
FDB29,OUT045,115.4176,4.1
FDH16,OUT017,88.783,4.1
NCO30,OUT045,185.0608,4.1
FDO11,OUT027,248.8092,4.1
DRL23,OUT045,106.6938,4.1
NCI29,OUT018,140.5154,4.1
FDN16,OUT013,104.899,4.1
FDJ21,OUT045,146.5102,4.1
FDZ22,OUT045,83.825,4.1
FDR08,OUT045,110.2886,4.1
FDW49,OUT045,179.3002,4.1
FDK14,OUT046,83.4934,4.1
FDM01,OUT035,102.6332,4.1
FDH32,OUT046,95.141,4.1
NCQ02,OUT013,186.7556,4.1
NCV05,OUT046,153.1656,4.1
NCQ38,OUT018,104.828,4.1
FDV02,OUT027,170.7106,4.1
FDP33,OUT046,254.7672,4.1
FDK43,OUT018,128.402,4.1
NCO06,OUT018,33.4558,4.1
FDR58,OUT013,92.1462,4.1
DRM37,OUT010,196.6768,4.1
FDF52,OUT018,184.2292,4.1
FDP48,OUT027,181.395,4.1
FDW56,OUT010,192.2162,4.1
FDM36,OUT027,172.1422,4.1
FDZ48,OUT049,112.4544,4.1
FDP56,OUT049,47.7692,4.1
FDL36,OUT049,89.783,4.1
FDW35,OUT049,42.7454,4.1
FDT25,OUT049,122.7072,4.1
FDI14,OUT049,142.7496,4.1
DRF03,OUT049,42.4138,4.1
FDV14,OUT049,88.5856,4.1
FDB17,OUT049,179.7976,4.1
FDI28,OUT049,78.3302,4.1
FDG16,OUT049,217.1192,4.1
FDO40,OUT049,150.7392,4.1
FDG29,OUT049,42.7454,4.1
FDB20,OUT049,76.7986,4.1
NCS29,OUT049,266.2884,4.1
NCP17,OUT049,62.5168,4.1
NCF43,OUT049,142.147,4.1
NCH18,OUT049,245.1802,4.1
NCW18,OUT049,237.9248,4.1
NCK07,OUT049,165.2526,4.1
FDR58,OUT049,93.2462,4.1
FDE34,OUT049,181.7634,4.1
FDZ45,OUT049,196.7084,4.1
DRK12,OUT049,32.49,4.1
DRF36,OUT049,192.8846,4.1
FDG12,OUT049,121.8098,4.1
FDJ36,OUT049,102.0332,4.1
FDT47,OUT049,95.7068,4.1
FDZ35,OUT049,101.699,4.1
FDI50,OUT049,228.7352,4.1
FDK03,OUT049,256.1356,4.1
FDL39,OUT049,179.4318,4.1
FDW52,OUT049,162.6526,4.1
FDS56,OUT049,262.6252,4.1
FDA07,OUT049,124.3072,4.1
FDG08,OUT049,172.6764,4.1
FDH45,OUT049,41.6796,4.1
FDQ27,OUT049,103.899,4.1
FDW27,OUT049,155.1314,4.1
FDQ15,OUT049,81.7276,4.1
FDC22,OUT049,193.482,4.1
FDN46,OUT049,100.5332,4.1
FDS21,OUT049,63.5194,4.1
DRL01,OUT049,235.3958,4.1
FDG35,OUT049,173.6738,4.1
FDQ23,OUT019,102.9332,4.1
FDW01,OUT019,154.4682,4.1
FDF52,OUT019,183.3292,4.1
FDO28,OUT019,122.4098,4.1
NCA53,OUT019,47.1034,4.1
NCL41,OUT019,34.3216,4.1
NCS29,OUT019,264.1884,4.1
NCZ05,OUT019,104.699,4.1
NCH07,OUT019,160.4604,4.1
NCM54,OUT019,128.9678,4.1
NCQ42,OUT019,127.9678,4.1
NCW42,OUT019,221.2456,4.1
FDK45,OUT019,111.586,4.1
FDC47,OUT019,228.1694,4.1
FDD46,OUT019,152.3998,4.1
FDH34,OUT019,184.6582,4.1
FDQ57,OUT019,144.476,4.1
FDR46,OUT019,148.076,4.1
FDV09,OUT019,148.0734,4.1
FDZ10,OUT019,127.202,4.1
FDB49,OUT019,98.5384,4.1
FDR12,OUT019,172.4764,4.1
FDX47,OUT019,156.8288,4.1
FDK26,OUT019,184.624,4.1
FDV01,OUT019,155.1314,4.1
FDB04,OUT019,88.6856,4.1
FDF57,OUT019,169.9448,4.1
FDQ08,OUT019,62.7536,4.1
FDU44,OUT019,162.3552,4.1
FDX32,OUT019,142.8786,4.1
FDS27,OUT019,194.711,4.1
FDO10,OUT019,58.7588,4.1
FDY16,OUT019,186.2266,4.1
FDX02,OUT046,225.0404,4.1
NCO54,OUT046,55.6614,4.1
FDY48,OUT046,103.2332,4.1
FDN24,OUT046,54.5956,4.1
FDO60,OUT046,43.7086,4.1
FDG60,OUT046,233.3616,4.1
FDQ37,OUT046,193.4478,4.1
FDW25,OUT046,84.2224,4.1
FDB16,OUT046,86.0198,4.1
FDX14,OUT046,75.0354,4.1
DRG03,OUT046,153.0998,4.1
DRF15,OUT046,154.934,4.1
DRH39,OUT046,78.467,4.1
FDJ28,OUT046,193.3162,4.1
FDF04,OUT046,258.5304,4.1
FDP16,OUT046,246.6802,4.1
FDT31,OUT046,188.2872,4.1
DRM47,OUT046,191.6846,4.1
NCY41,OUT046,34.5532,4.1
NCX42,OUT046,163.6526,4.1
NCY54,OUT046,171.1422,4.1
NCF07,OUT046,101.8016,4.1
NCD07,OUT046,114.4518,4.1
NCF31,OUT046,152.8024,4.1
NCQ06,OUT046,256.7014,4.1
NCI54,OUT046,107.7912,4.1
NCR18,OUT046,44.0112,4.1
NCA54,OUT046,178.7318,4.1
NCA30,OUT046,189.1872,4.1
FDI57,OUT046,197.2768,4.1
FDX34,OUT046,122.2098,4.1
FDT34,OUT046,104.4964,4.1
FDX58,OUT046,183.095,4.1
FDM33,OUT046,218.5798,4.1
FDR46,OUT046,147.476,4.1
FDV46,OUT046,139.818,4.1
DRK49,OUT046,40.5138,4.1
DRH36,OUT046,74.0696,4.1
FDQ48,OUT046,98.6726,4.1
FDX47,OUT046,157.8288,4.1
FDM01,OUT046,104.5332,4.1
FDZ13,OUT046,48.935,4.1
FDA25,OUT046,101.199,4.1
FDZ14,OUT046,122.4756,4.1
FDW14,OUT046,87.7198,4.1
FDS02,OUT046,194.0794,4.1
FDD52,OUT046,111.657,4.1
FDV04,OUT046,157.5288,4.1
FDY40,OUT046,49.6692,4.1
FDR31,OUT046,146.9102,4.1
FDY44,OUT046,198.311,4.1
FDQ08,OUT046,59.4536,4.1
FDW27,OUT046,156.0314,4.1
FDX51,OUT046,196.8452,4.1
FDW57,OUT046,177.4028,4.1
FDV33,OUT046,257.8304,4.1
FDV57,OUT046,179.266,4.1
FDU57,OUT046,150.8708,4.1
FDA11,OUT045,95.6436,4.1
NCM18,OUT045,61.1194,4.1
FDD58,OUT045,98.77,4.1
FDG32,OUT017,221.5772,4.1
FDB11,OUT017,224.1404,4.1
FDV24,OUT045,150.005,4.1
FDX24,OUT045,94.0462,4.1
FDP37,OUT045,128.0994,4.1
FDF50,OUT045,197.6768,4.1
FDY13,OUT045,77.367,4.1
DRG15,OUT045,61.5536,4.1
DRE03,OUT045,45.3718,4.1
FDT40,OUT045,127.3678,4.1
FDK04,OUT045,56.5588,4.1
FDV40,OUT045,73.1038,4.1
FDE09,OUT045,109.5228,4.1
FDL08,OUT045,243.2144,4.1
FDG32,OUT045,220.8772,4.1
NCU17,OUT045,103.8674,4.1
NCN29,OUT045,48.7034,4.1
NCE07,OUT045,140.5154,4.1
NCU42,OUT045,168.1474,4.1
NCN26,OUT045,117.1808,4.1
NCN42,OUT045,148.6418,4.1
FDP39,OUT045,52.4324,4.1
FDV03,OUT045,153.6314,4.1
NCM31,OUT045,141.9154,4.1
NCN07,OUT045,133.2284,4.1
FDJ22,OUT045,190.6504,4.1
DRC25,OUT045,85.2882,4.1
FDB11,OUT045,226.2404,4.1
FDN60,OUT017,159.7604,4.1
FDP24,OUT017,120.8756,4.1
FDS23,OUT017,126.9994,4.1
FDU11,OUT017,118.6098,4.1
FDO23,OUT017,93.7436,4.1
FDP37,OUT017,127.5994,4.1
FDK50,OUT017,160.7894,4.1
FDS01,OUT017,179.0686,4.1
FDL26,OUT017,156.6972,4.1
DRC27,OUT017,243.6802,4.1
FDI15,OUT017,263.5884,4.1
FDS26,OUT017,261.6594,4.1
FDN40,OUT017,152.9998,4.1
FDC28,OUT017,109.1254,4.1
FDG16,OUT017,214.4192,4.1
FDC41,OUT017,75.667,4.1
FDZ52,OUT017,112.6886,4.1
FDX43,OUT017,164.75,4.1
FDI56,OUT017,93.2146,4.1
FDT08,OUT017,151.505,4.1
DRM59,OUT017,154.1998,4.1
DRK35,OUT017,39.6506,4.1
NCK29,OUT017,121.573,4.1
NCF43,OUT017,141.947,4.1
NCO14,OUT017,45.2086,4.1
NCE43,OUT017,172.2448,4.1
NCI54,OUT017,110.4912,4.1
NCP54,OUT017,124.673,4.1
NCD18,OUT017,228.4668,4.1
NCN54,OUT017,76.3328,4.1
FDV39,OUT017,197.7426,4.1
FDK45,OUT017,112.286,4.1
FDY58,OUT017,228.9694,4.1
FDP10,OUT017,107.6622,4.1
FDM21,OUT017,258.0646,4.1
FDQ21,OUT017,120.4756,4.1
FDE47,OUT017,123.5046,4.1
FDH35,OUT017,162.5526,4.1
FDS25,OUT045,108.5228,4.1
FDH02,OUT045,92.4488,4.1
FDM50,OUT045,61.422,4.1
FDC52,OUT045,150.6708,4.1
FDW26,OUT045,221.1772,4.1
FDG05,OUT045,158.063,4.1
FDI41,OUT045,148.7418,4.1
FDK20,OUT045,121.1072,4.1
FDY44,OUT045,197.211,4.1
FDQ08,OUT045,61.9536,4.1
FDO39,OUT045,185.2608,4.1
FDT27,OUT045,233.9616,4.1
FDU15,OUT045,37.9532,4.1
FDX10,OUT045,33.2874,4.1
FDS36,OUT017,110.157,4.1
FDV48,OUT017,78.1644,4.1
FDL50,OUT017,123.5046,4.1
FDC14,OUT017,40.0454,4.1
FDG17,OUT017,244.4486,4.1
FDY28,OUT017,215.2218,4.1
FDH53,OUT017,83.2592,4.1
FDW44,OUT017,169.7448,4.1
FDR56,OUT017,196.5768,4.1
FDW51,OUT017,213.956,4.1
FDO10,OUT017,55.5588,4.1
DRD01,OUT017,55.8614,4.1
FDP56,OUT045,48.6692,4.1
FDJ45,OUT045,33.9216,4.1
FDO50,OUT017,89.8804,4.1
FDH47,OUT045,95.2068,4.1
FDL48,OUT017,49.2034,4.1
FDB39,OUT035,57.7272,4.1
FDB20,OUT035,79.7986,4.1
NCS30,OUT035,127.8652,4.1
NCN55,OUT035,242.3538,4.1
FDW24,OUT035,48.6034,4.1
FDO60,OUT035,43.5086,4.1
FDS60,OUT035,178.366,4.1
FDX01,OUT035,114.715,4.1
